hash,move,score - This file contains all positions with 4 to 6 moves on a 8x7 board.
72345670413386241,3,8
72342376223539713,3,-3
72623851166630657,4,5
72344570901758465,2,2
72345679003058689,3,7
72340194380153345,4,5
72340173006176769,2,8
72623851200119553,3,0
72623859756499713,4,-1
72627145440035075,3,4
72634841971098369,3,3
72341272517607937,2,4
72353366994518529,3,4
72623885492748547,4,3
72623859756499203,2,-2
72627153962860806,4,6
72623851216896259,3,5
72623851133337859,4,5
72346769958306305,5,5
72342371912057345,2,0
72623851149788929,1,4
72623851149918467,3,3
72623859723076353,4,-1
72623851133338369,4,10
72623851133077249,1,7
72340181478736385,3,-1
72623851166630147,4,3
72623859723075843,3,-2
72623851133403649,4,7
72623851200119043,3,0
72340177133896195,3,6
73747547721957891,2,6
72340177134879233,2,3
72627145372926726,4,6
72623851149918977,2,4
72340190018798081,2,4
72340177133896961,2,7
72623864017913345,3,3
72340185723896321,2,25
72623851133011459,4,3
72340177167450625,1,17
72627145373058561,4,5
72635941482726145,4,6
72623881197781761,4,-5
72341276645589505,2,25
72341276678619649,2,19
72623851166565889,3,5
72623851133272323,2,0
72342376157151745,3,7
72623864034689283,4,-3
72621652110672385,2,25
72621652143702529,3,17
72340185756926465,2,0
72340177217323521,1,20
72345670463455745,3,0
72340190101963265,4,7
72628249179522561,5,4
72635941482725635,4,7
72623864017912070,3,3
72342376240316929,2,19
72340207231500801,5,25
72342372012458497,2,5
72340185823773185,3,7
72341289529967105,2,4
72627145373057286,4,6
72623881197781251,4,-6
72623851149787399,3,-2
72342384779919873,4,-1
72623859722946305,4,-1
72621652210549249,2,17
72621665028342273,5,25
72621664995049985,2,6
72340207198208513,2,-3
72341276745466369,3,19
72623851133272833,4,-1
72340215787881473,5,9
72341289563259393,4,-1
72623851133142529,4,6
72623868329657089,4,6
72340258737553921,5,3
72623855444820737,4,4
72344588064588289,3,25
72340215804658177,4,4
73186796791530243,2,0
72340177334501889,3,4
72342406221201921,3,25
72628244901397249,5,6
72340211526468097,2,2
72623851133076227,4,3
73186796791529735,6,-1
72345674691576321,2,5
72342384746627585,2,2
72623868329656579,6,2
72623851133013249,4,3
72628244901396739,5,5
72623846972261121,2,24
72628249179521286,4,6
72346782792876545,5,3
72628244934885635,5,0
72340215788077569,4,5
72621690764591617,2,7
72623855444820227,4,2
72345674724868609,5,4
72344575179948545,2,5
72623851133141254,4,5
72623851149787907,4,-1
72344575213240833,4,-2
72623846972260611,2,24
72623855444755969,3,3
72342410516169217,4,3
72623851166564614,3,4
72340211493175809,1,3
72633751032627459,5,5
72345687576216065,4,4
72623846905153025,2,4
72623846854952449,3,6
72623846854887169,1,5
72623846855148289,2,7
72628244901332481,5,5
72340173173752321,1,-2
72341272384111105,2,10
72341272350557441,2,6
72344570885440001,2,8
72623846854823169,3,0
72635941466013955,5,6
72343471373877761,2,25
72343471406907905,2,8
72623846854821379,3,5
72623846905217283,3,-3
72348968931492353,2,15
72634841954386179,2,3
72622747327332865,2,25
72622747360363009,2,6
72635941466014465,5,5
72626045861691905,3,17
72341272433984001,2,20
72353371272708609,2,4
72623846854885639,3,0
72341280940491265,2,6
72341315299508737,4,3
72623855478309633,4,-6
72623868312945409,2,10
72622755916743169,2,7
72348968964784641,4,25
72341281023656449,4,20
72623846888376065,1,-5
72344570968605185,3,6
72622755950035457,3,6
72623855428239873,3,25
72623855478309123,4,-6
72627145372927491,4,4
72341293824934401,2,6
72341293858226689,3,14
72622747427209729,3,7
72623846888505603,3,-5
72343471473754625,3,4
72348977521164801,3,25
72623846989038337,3,3
72623846989037827,3,3
72623851133075719,4,-1
72623846871859713,4,25
72627145406480646,3,6
72623868312944899,4,5
72343479996580353,3,0
72341272551162369,3,4
72341323889443329,2,4
72351167971262977,3,8
72623855428174083,4,-3
72343497142895105,4,11
72623846855082243,2,0
72623846855147779,5,4
72623859722944775,4,-4
72623846838567681,3,24
72351167954486273,4,6
72623851133010694,4,3
72628244901331206,5,5
72623846854951174,5,5
72350068476412417,3,6
72343479963288065,2,5
72351167954682369,3,4
72628257769455875,4,-2
72623846838567171,3,24
72623855428044289,4,3
72350077032792577,4,4
72344592359555585,4,5
72623851133010189,4,3
72623846838698497,5,6
72351172249453057,4,4
72623846921995009,3,6
72628244884750595,5,3
72362163070763521,2,3
72622773096350209,4,7
72621647815639555,2,6
72623855428174593,4,-3
72623846838895105,2,6
72341272351539713,2,3
72635941465948675,5,6
72637040977576961,5,25
72628253474489345,3,18
72628244918109185,4,18
72635941465949441,5,15
72621656405574145,2,8
72621647899066881,2,19
72634841954320646,3,4
72623846838241025,1,3
72623872607847425,3,19
72623855461532673,2,25
72623846871794433,3,3
72621669290017281,5,7
72621647849193985,2,9
72623846871662854,3,5
72623846938706945,4,19
72623846871599361,2,24
72623846871664129,3,6
72340172871640321,2,24
72621669323309569,4,6
72340181461570049,5,24
72342371894891009,4,24
72623846888375043,3,-6
72623846922060289,3,8
72350068443120129,2,5
72340172871895297,0,25
72340172871635714,4,5
72623855444754694,3,0
72621656488739329,3,7
72903122825120001,4,0
72623846888374535,3,-1
72621648016245249,5,7
72340173039405313,2,24
72621647816622593,2,5
72621699354526209,5,7
72623855427979521,4,4
72340172938744321,3,7
72623859722945283,4,-2
72340177166603009,3,4
72340190051502337,2,25
72623846905151750,3,3
72623846855082753,3,-3
72628257769456385,4,-1
72341272383263489,2,24
72341272450369793,2,24
72341280973195521,2,25
72344570918144257,2,24
72904222336682241,2,24
74591981241762051,5,24
72621647848346369,2,24
72621647915452673,2,24
72621656438278401,2,25
77406731008803074,5,24
72628244884620801,5,5
72340173072959489,3,25
72903122875386113,4,2
72342371894954241,3,-2
72342371945220353,5,3
72340181528676353,1,17
72340172939002881,3,11
72340173073024001,3,25
72340181528740865,3,19
72342371962061825,3,19
72340181461633281,6,0
72340181511899393,4,3
72342376189856001,3,-2
72903122892227585,3,18
72903127120021761,0,-3
73186796791464710,5,3
72340172938807553,1,4
72903122825056769,3,6
72340177233709313,4,4
72342372079436801,3,8
72340177367925761,3,25
72340190118609921,5,24
72634841954386689,2,3
72340173056181251,3,7
72623846921994499,5,5
72341272584586241,3,25
72342371961997313,1,5
72344570985251841,4,24
72341281040303105,3,10
74310523444855043,6,0
72621648049669121,3,25
72621656505385985,3,19
72340181461569793,2,25
72340172938744065,1,2
72342380484823041,2,25
72903131414988801,5,25
72340198641436673,1,17
72340181461828609,5,25
72340198641501185,3,19
72342380484887553,6,25
72903131415053313,5,25
72628244884619526,2,5
72340181629338625,5,24
72621647815640321,2,5
72903123009602561,3,9
73184653602783491,4,10
72340198691767297,3,7
72340181646115841,3,10
72340194413577217,3,14
72340224411239425,5,24
72342380535153665,6,5
74591994126598403,4,-3
72340173056312321,3,7
72341298153063425,4,16
72344579508077569,2,25
74310506298540291,6,5
216742333448782086,3,4
72621673618146305,5,19
73184619276599555,1,6
72903131465319425,3,7
72905321848309761,4,25
72346769941399553,1,5
72342371895149569,4,25
72346769941464065,4,18
72905321848374273,4,25
72342371894890753,1,0
72342372062659585,4,24
72340194346469633,4,5
72905321898640385,4,5
72346769991730177,2,7
72342389074756609,2,25
72904230926615553,3,4
72342393369723905,4,5
72346774236365825,5,5
72345670429772033,2,24
72623846838306305,5,5
72903122892163073,1,7
72353367011165185,4,24
72342376256963585,3,5
72345679019705345,3,7
72903122825056513,1,-3
72623855428043014,2,2
72623846871793923,5,0
73185705903325443,3,6
72623846905217793,3,-6
73184623554789635,4,5
72903122825315329,4,-1
73184606391763203,4,3
73184619243045635,3,6
72903140004922369,5,25
74029022731896833,1,2
73184619243046657,1,4
72907520871564289,4,25
77125256032092419,4,6
72345670496879617,3,7
73747547755186433,2,24
73185705869772545,1,14
73184606358210305,1,13
72628244934886145,3,0
72908620383192065,3,7
73184606358146305,3,6
72341272350556675,2,4
72903144299889665,4,5
73189004404654339,3,0
74310506265116931,6,-2
72905326143276033,5,-2
73184606374921985,4,4
73184606425252099,2,24
72340172871701249,3,-3
73184606358405379,3,24
73184619243176195,3,3
74591981241696518,5,24
73184606375051523,2,-2
73184606391697670,2,24
73184606358274310,3,24
74591981258473731,4,-3
73184606391698945,4,8
76843781055381763,6,-3
73184623538013697,4,9
72903122992825345,3,6
72340172939330049,2,6
72340173307839489,3,6
72342371895476737,3,6
72623864017978113,6,-3
72340172872942081,4,3
74593080753324291,4,-3
73184619243045127,0,-3
72631552009372417,3,7
72904222403789825,5,7
72340181462155777,4,9
72340173056182529,3,5
73185723049640195,4,6
72340190051762689,5,25
72340173039665665,4,5
72340172922618369,1,6
72623864017977603,6,-4
73184623538012422,4,10
73185705869771523,4,6
73184606358470915,4,5
72344570918404609,4,25
72341280973455873,2,2
72341272383914497,3,3
72340172872287233,1,3
73184606358275585,4,6
72621656438538753,5,25
72621647915713025,3,11
72340173073154561,3,25
72341272450630145,3,5
72340181528871425,3,11
72342371962192385,3,11
72623846838239495,2,0
72340173056246275,4,7
72623846838633217,5,3
72623846838632707,5,3
73184606442029315,3,5
72340181646180865,0,7
72342372079501825,0,-25
72622803160990465,7,-25
72622803160989955,7,-25
72340177367990785,3,25
72624972119474945,4,11
72340177167254017,3,1
73184623538077955,4,6
72342376257028609,3,9
72341272584651265,3,25
72621647848997377,4,5
72341281040368129,3,20
73184606374920963,3,-2
72340181512159745,3,6
72621648049734145,3,25
73184649307816195,4,0
72340181462090241,5,25
72621656505451009,3,17
72342380485018113,6,25
72624954973160193,2,25
72622773112996609,4,13
72340198641631745,5,8
74310506264986371,6,-3
72342380535218689,0,4
72340198691832321,0,6
72622768834806019,7,4
72622768834806529,7,4
72340194413642241,2,20
73185705869902083,6,3
72340172939264513,3,4
72340173056247041,3,7
72344570985316865,3,18
72341298153128449,4,20
72344579508142593,6,25
72622773112996099,3,7
72626054451298563,4,0
72626054451299073,2,1
72342371895411201,4,25
72624954973159683,2,3
72624954939736833,3,25
72340177233969665,3,4
72340190118674945,3,6
72346769991795201,0,-25
72622768801383169,7,-25
72622768801382659,7,-25
72342389074821633,6,25
72346769941594625,4,9
72621673618211329,4,9
72346774236430849,5,7
72342393369788929,3,9
72340224411304449,5,6
72342371945480705,3,6
72626054468010753,3,-3
72340194346729985,2,1
72622756000236289,3,8
72340173056442881,3,8
73184606358143750,3,6
72626054468010243,3,-3
72903127187129345,3,10
72622768801253121,7,-25
72622768801252099,7,-25
72622755983459073,2,25
72340181629403649,3,7
72624972119474435,4,7
72622755916612353,3,25
72353367011230209,2,7
72622755916416769,1,11
72631552009371907,4,4
72345679019770369,4,8
72624954939606785,1,8
72626054451234305,2,6
73184606358144515,4,5
72624954939736323,3,3
72340173307904513,3,9
72622755949970177,3,5
72622755916482049,4,6
72622768801251591,7,-25
72626067336134915,4,6
72628244884751105,5,3
72626067336135425,4,7
72624954939605255,5,0
72622755933128449,4,6
72622756000235779,4,7
72623846838109699,3,4
72622755949904134,2,9
72622798866023169,4,6
72622755916677379,4,6
72622755983458563,2,2
72622755949905409,4,7
72622755933258497,4,4
72622755916480774,3,9
72622773096220161,4,8
72622755916352769,4,7
72626054451233030,3,2
72342376190116353,2,-2
72622773096284419,4,6
73185705869771015,5,0
72340173240730881,2,24
72340173022758145,2,4
74310506264985863,6,-3
72345670496944641,6,8
72622755916677889,4,8
72623846888506113,6,-7
72340181612561665,3,2
72622755949969667,2,4
72340173240730115,4,3
72622755916611843,2,2
216455361098482179,3,-1
73466119989559555,3,-3
72342372045881859,3,0
72340173274350081,2,7
72340173022628609,3,-3
72340173240861185,4,3
72622755916350214,3,6
72623846854820614,5,3
72340173022626311,3,0
72621755188970241,3,4
72345670430032385,3,3
72622773096284929,2,8
72340190219272705,5,24
72622755933257987,4,3
72340173257507331,1,5
72340181847441921,3,4
72342372045882625,3,-1
72628244884556033,5,4
72344571085914625,4,24
72903122976048385,3,0
72903122976047619,3,4
72621755188969731,3,4
72340173257638401,3,4
72340181830664705,5,24
72342372280762881,4,4
72621656606048769,4,8
72342376357626369,3,3
72340198792430081,4,9
72342372062724609,1,5
72340194396799491,2,3
73184606374920455,4,-3
72340173023019521,2,7
72340172921967361,4,3
72342393420055041,2,10
72621669373510401,5,4
72621669373509891,5,0
72621699371172099,4,0
72341298203394561,4,20
72340194396930561,3,17
72340194396800257,5,-2
72340173274285057,4,9
72342372263985665,4,24
72342380635816449,4,5
72621669390287361,3,18
72621695059558659,3,5
72340224461570561,2,7
72346774286696961,2,7
72621669306532609,5,0
72621669306532099,5,0
72345670480101891,4,7
72345670480102657,4,6
72621695059559169,3,0
72346770092392961,5,4
72342372046012929,3,4
72341281140965889,3,5
72345679070036481,3,10
72345670480232961,6,10
72340173257508097,4,3
72621699371172609,4,5
72621669289951491,3,6
72621695059429121,3,4
72621669289952001,5,10
72621669306401539,5,-1
72621669306402561,5,4
72621669289886465,3,5
72621669289690881,1,7
73747547805516291,4,5
72340173022757379,3,3
73184606358208775,4,3
72621669323244289,4,7
72340177569251841,4,5
72621669289756161,5,6
72621750894002945,3,5
72622755916415747,4,4
72622798866022659,4,5
72344579558408705,6,5
72341272785912321,5,6
73184606358209283,4,3
72353367061496321,4,4
72621669289626881,3,5
72621669289625091,5,3
72621669356733185,0,2
72621669289689859,5,3
72621695092982019,2,5
72621669356732675,3,2
72345670597542401,3,6
72621669306401031,5,-3
72340173022627075,4,-4
72340177351148035,2,3
72342389125087745,4,2
72621669289885955,3,2
72340181612560899,3,5
72340194514240001,4,7
72342376374403585,2,7
72621703666139905,5,6
73466094219757057,4,4
72340185957859841,3,25
72340207298478593,5,24
72623894082683139,4,5
72340177351279105,3,17
72621669323243779,4,7
72341276879553025,3,25
73184606358143245,3,4
72340190236049921,3,7
72621695059428099,3,-2
72621695092982529,4,5
72621652344635905,3,25
72621665095320065,3,8
72340215821304833,5,24
72621669289754886,5,5
72340215821369857,3,9
72622755916350979,4,5
72340258770977281,5,24
72621669289689351,3,0
72340215871635969,3,7
72342384846897665,3,6
72630452497744131,6,-5
72344588098011649,2,25
72621648250995201,5,6
72621669289624326,5,3
72621656572494337,4,9
72342406254625281,2,25
72621673601434369,4,18
72340181612691969,3,7
72622755933126919,3,3
72341289630237185,3,7
72622755916415239,4,4
72340177351148801,3,5
72621673634923265,4,5
72621703666139395,5,-2
72621656538940161,2,25
72623846854886147,3,4
72621656555717377,4,3
72621673634922755,4,5
72342410549592577,4,0
72346782826299905,5,7
216736857365479686,4,5
72621656421566209,1,17
72623868312880641,4,6
72621656455185153,3,0
72345674791846401,3,7
72621656538939651,2,24
72622773096218886,3,8
72621656421500419,3,8
72341315332932097,5,2
72621673601433859,4,6
72621656471830790,2,24
72621669323179521,4,7
72621656471896323,3,0
72623894082683649,4,5
72621656421827329,4,6
72621695059427591,5,-4
72621656421826819,4,6
72341272567808515,3,8
72341281157743105,3,11
72621656421631489,4,6
72344571102691841,3,6
72621673601369601,6,6
72343471607841281,3,25
72621656455055105,1,2
72348969031762433,4,24
72341272567939585,3,9
72344575280218625,3,5
72621707944395265,4,25
72340211593445889,4,4
72341293925204481,3,19
72340177602806273,3,5
72621656421502209,4,4
72621673584853505,5,17
72621703649427715,4,7
72345687609639425,5,6
72348977554588161,2,25
72621656471896833,3,3
72341323922866689,3,5
72351167987909633,4,24
72341272567809281,3,7
72351168038240769,2,8
72621703649428225,4,8
72343480063558145,3,7
72621656555716867,4,0
72362163104186881,4,24
72621656471832065,4,5
72351167987974657,3,6
72621656405377537,4,6
72621656405246721,3,25
72343497176318465,4,11
72350077066215937,3,6
72621656405312257,4,6
72621656438473473,2,3
72621669323178246,4,7
72621656421761793,2,0
72621656488674049,4,9
72621656405246211,3,24
72621656438343169,4,7
72621673584657921,4,8
72621656455184643,3,-4
72621656404984070,3,24
72351172282876417,3,4
72621656404790529,4,6
72353371306131969,3,3
72621656488673539,3,8
72621656405311747,4,6
72621656455054083,3,-3
72344592392978945,4,4
72350068543390209,3,6
72621656622825985,3,10
72621648032891395,3,7
72621707944330241,4,25
72621656438472963,2,2
72621656421564679,0,5
72621673584788225,4,6
72340198607884801,4,17
72342380451271169,3,24
72903131381436929,5,24
72621656404788739,4,6
72341272819466753,3,6
72340181428275457,3,25
73466094219755782,4,4
72342380451334401,6,24
72903131381500161,5,24
72630452497744641,6,-4
72621648033022465,3,8
72340181495122177,2,25
72621703649493505,4,8
72340181428015874,4,6
72623868312879366,4,6
72623846838305030,6,3
72342380468046081,5,4
72340181428020481,5,7
72621703649362435,4,6
72340181444793089,3,3
72621673584787715,4,5
72621699354460929,2,3
72903131398211841,3,2
72344579474524417,3,24
72621673584656646,4,7
72621703649363201,4,8
72341298119510273,4,16
72340194312917761,4,5
74591976980283651,3,2
72340232967620609,4,25
72342397631137793,1,17
72340198624659713,3,3
72621656421761283,4,-3
72340198608143361,4,17
72340232967685121,4,25
72342397631202305,6,24
72903148561368065,5,24
72340198607884545,1,3
72340198674990081,5,24
72340232984396801,4,25
72342397647913985,4,17
72903148578079745,4,17
73184602163839235,3,17
72621656421565187,4,5
72340181428081409,4,4
72342393336170753,4,3
72621656404920065,1,5
72621656404726529,4,6
72621699354394886,3,5
73185697380499715,3,6
72621656438341894,4,7
72341332479247361,4,25
72344596654392321,3,24
72621648032892161,3,6
72340228672653569,4,6
72342380451270913,1,5
72346778497779713,1,17
72905330404689921,3,25
74310497708736771,1,25
72342380451529729,3,25
72346778497844225,6,24
72905330404754433,3,25
73185697313521923,1,25
72342380518376449,2,25
72346778514555905,5,17
72905330421466113,7,25
73184602096861443,1,25
72342423400940545,3,24
72346791382680577,5,17
72621656404985345,2,6
74310497775714563,6,6
72621656455053575,6,-3
72345696166020097,4,16
72353375567545345,3,24
77406722452422914,3,8
72340293097161729,4,8
72903131381436673,1,2
73184597986312451,3,5
74310497708606211,2,25
72903131381695489,5,24
73185697313392385,2,24
73185697313391363,2,25
72903131448542209,5,25
73184602096731905,2,17
73184602096730883,2,25
72903174331106305,5,24
72621673601368326,4,6
72621673584593153,4,4
72907529427944449,3,25
73184597852096257,3,4
72903148561303553,1,5
72340224377686273,4,6
72345678986152193,4,8
74029031288276993,1,5
73184597801766145,2,24
72622755933127427,3,4
72340228672652291,3,5
72621699354396161,4,5
73188995848274179,2,24
72903178626073601,4,7
73184614981632259,2,24
74591972685381891,3,4
73184597852225795,3,2
73184597852095235,1,2
73184597802025219,1,25
72621648284549633,3,6
72342427695907841,4,8
73184597969535235,2,5
73184597801894150,4,24
73184597868871942,3,17
73184597801763590,4,6
72903144266336513,1,-2
77125247475712259,3,6
74591972735648003,6,-3
72342380451856897,6,24
72631543452992257,2,24
72340181428667393,5,6
73184597852094727,5,-1
72340181495382529,5,25
72621656404918535,4,3
72621656421630214,2,4
72341280939643649,4,7
73184597801895425,4,5
74591972685316358,4,6
72905343289590785,4,5
72340198607948033,2,6
72908628939572225,5,5
72626045945185025,5,3
73747556311566593,3,2
73184597868937475,3,7
72344579474784769,3,25
72904230893062401,4,3
72340228706206721,4,7
72342380468306433,4,4
72340232967815681,4,25
72342397631332865,6,24
72624946450334465,2,24
73184597801764355,3,6
72621656404919043,4,3
72340232984461825,4,25
72340228672783361,4,6
72340198624920065,2,6
72622751722045699,7,7
72340198675055105,4,8
72340198608404993,4,17
72622751722046209,7,9
72340228672717315,3,6
72623846838111489,5,3
72342427695972865,3,8
72622747544519425,4,8
73184602096730375,3,3
72341332479312385,4,25
72344596654457345,6,24
72342393336431105,2,2
74310497708605703,6,-3
72342380451791361,3,25
72346778497974785,6,24
72624946383356673,4,25
72624946383356163,1,25
72342380518441473,6,25
72346778514620929,0,6
72622751655068417,0,25
72622751655067907,1,25
72342423401005569,6,24
72340224377946625,5,7
72342397647979009,0,6
72341298119770625,4,4
72623846838240003,2,-2
72622747544518915,4,7
72353375567610369,6,24
72340228706271745,4,8
72626050189820163,3,4
72630443941364481,2,24
72624946383226625,2,24
72624946383225603,2,25
72622764539839233,2,25
72622751654938369,7,4
72622751654937347,2,25
72622747527742209,2,24
72345696166085121,4,9
72622747410301699,4,4
72622747360232193,4,25
72346791382745601,3,6
72622747410302721,4,6
73184597801830145,3,5
72340293097226753,4,6
72626045945184515,5,0
72622747359972609,2,24
72626050189820673,3,0
72630443941363971,2,24
72622747427079681,3,7
72624946450333955,3,4
72622751654936839,7,-1
72340181429322241,5,5
72622747410301191,4,3
72622747360231683,1,25
72340198608470529,4,9
72904248072930305,6,5
72622747427078406,3,17
72622747360100614,4,9
72622747359970054,4,6
72626045894854145,3,6
72340181595784193,5,24
72340181595849217,3,7
72340181763555841,5,24
72345678986412545,2,4
72622747527741699,2,4
72622747360036609,3,5
72621686503047937,4,4
73184597868873217,6,6
72340224444793345,5,24
72342380602262017,3,4
72622747410432259,4,2
73185697313390855,3,3
72342393403277825,4,5
72621686503047427,4,4
72344579541631489,2,25
72340228672913921,4,6
72622747427143939,3,4
72340198742098433,5,24
72340233017950721,4,25
72342397681467905,4,6
72622764539838723,4,2
72621660800352515,3,5
72340228689428995,2,4
72621660800353025,3,6
72621669289623821,3,5
72341298186617345,4,6
76843772499001603,6,-3
72622747360297219,2,5
72621652327858945,5,5
72621652327858435,5,5
72341332496024065,4,25
72340228739760641,4,7
72621652210483969,3,8
72624946383225095,2,-3
72342380585484801,2,25
72340228689429761,4,7
72621660733375233,0,25
72621660733374723,1,25
72346778548109825,5,5
74593072196944131,3,5
72621652193772289,5,3
72346791399457281,2,6
72621652193771779,5,3
72345696182796801,4,19
72340194313568769,2,5
72342427712684545,2,7
72340228689560065,4,7
72621682208080641,2,25
72340198758875649,3,4
72621660733244163,2,25
72622747427144449,4,5
72621652193642241,5,4
72340293113938433,4,7
72621652143571713,0,25
72340228672718081,4,7
72621652143375107,4,1
72622747360035587,3,2
72340194480685569,4,6
72353375584322049,3,4
72621660733245185,2,5
72621652143637249,4,6
72621682208080131,2,24
72622755916349709,4,5
72621652210419201,6,6
72621652193640711,5,-2
72621652143571203,1,25
72621652311081219,3,5
72621665028210950,2,24
72621652143312129,4,5
72621652143636739,4,6
72621652311081729,3,5
72621660733243655,7,-3
72621665078543105,3,5
72342423417717249,4,5
72622747360101889,3,4
72344596671169025,1,4
72341281107411457,4,7
72621665028212225,2,4
72621665028276993,2,0
72903170036138499,3,-2
72621665078542595,3,6
72621652143376129,1,5
72622747410432769,4,4
72626045894918913,3,-3
72340181445444097,2,3
72621652143374599,3,2
72621656421499149,3,0
72623846854820109,3,0
72621652210483459,4,6
72621652143310339,3,5
72340275917292801,1,2
72340220082849025,3,4
72631543452991747,3,6
72340220116272385,2,4
72340275950846465,5,24
72621652193641219,5,-1
72342419105972739,3,-3
72345679053259265,5,5
73184597801828615,3,4
72340284507227137,5,11
72340220082717191,3,-6
72626045894918403,3,-3
73184597802090755,3,6
216455408158573059,3,-7
72622747359970819,3,6
72903170036139265,4,0
72340220116402689,3,3
72340284507292161,0,5
72340220183380481,3,8
72621656589271809,4,5
72344622424195585,3,24
72626045894852870,5,4
72342479235514881,4,3
72342474940547585,3,24
72342419106103809,2,2
72621652143441409,4,4
72621656404787974,4,5
72621647999468289,2,2
72346817152483841,5,9
72621648234217731,5,3
72340280212260097,3,3
72622747360297729,2,5
72621699354460419,2,3
72345691904606721,4,9
72622747360035079,3,2
72621648217441025,2,24
72342419139527169,3,5
72621647999338241,1,2
72345691871053057,3,6
72345691871183361,6,5
72340280245813761,3,4
72340284524003841,3,6
72621647999337219,4,-3
72340220082717955,4,3
72345691871052291,3,3
73466072828806657,2,4
72353388452446721,4,7
72621647898805761,3,7
72621647899001601,2,8
72621647898674691,4,8
72623846921930241,2,6
72621647999336711,5,-1
73466072929468675,3,3
72624954939605763,5,3
72621656488609281,0,8
73747569196466691,3,3
72621647898676481,3,5
72340220116271619,3,3
72340220083110401,2,5
72621652143309069,4,5
72621647898738951,0,2
72341328184279555,4,6
72340275917292035,3,-3
72340220082719489,4,3
72341328217833985,4,10
72341328184280321,4,9
72344626719162881,4,7
72340280212259331,4,1
72621648032956675,3,8
72343531502502401,4,25
72348994700902913,3,24
72621648217440515,2,2
72340220082848259,2,0
72351176544289793,3,24
72351176544354817,6,24
72340396176376321,3,3
72621647898936065,3,0
72621648032957185,3,8
72362171660567041,3,24
72341328184410625,4,6
72621647898740481,2,5
72621647848866561,4,25
72621647899001091,4,4
72351176561066497,4,6
72340173710492161,1,2
72621647848605185,4,4
72621656589271299,4,5
72342419105973505,4,5
72621647848866051,1,25
72621648016179969,3,4
72621648016113926,4,6
72621647848603910,4,24
72351189429191169,4,4
73184597801763085,2,4
72621647898935555,3,1
72621647848932097,3,3
72346769907847681,5,17
72905321814757889,4,24
77125247442288899,3,5
72627145372926221,3,4
72342371861596417,3,24
72621665028276483,4,-3
72905321814821121,4,24
72342371861341441,4,7
72621647915516166,3,8
72342371928443137,2,24
72621647999467779,3,2
72342371878114049,3,3
72346769907910913,5,8
72623847022592769,3,0
72342389041203457,3,24
72621647915517441,3,7
72340275917423105,4,-3
72905321831532801,3,0
72346769924622593,5,5
72341384018854401,5,5
72621750894002435,6,-3
72342376156304129,4,3
72342371861336834,4,6
72621647848931587,3,4
72346774202812673,5,3
72355566000867329,5,25
72909719861266433,1,6
74591976946860291,3,-3
72346769908106241,4,17
72355566000931841,5,25
72909719861330945,4,24
73185697280229635,3,17
72346769974952961,4,24
72355566017643521,5,25
72909719878042625,4,17
73184602063569155,3,17
72346787087713281,3,24
72355570295833601,5,25
72909724156232705,5,6
72621647848538375,0,2
72346769907847425,1,3
72621647848538883,2,2
72621647848410369,2,3
72354466489239809,5,16
72908620349638913,5,5
72345721935823361,5,6
72354466489238531,5,5
72354466522792961,5,7
72905321814757633,1,0
72342371861402369,4,4
74310497675182851,3,25
72905321815016449,4,24
73185697279969025,3,24
73185697279968003,3,25
72905321881863169,4,25
73184602063308545,3,17
73184602063307523,3,25
72905338994623489,3,25
73466072828805382,3,3
74310497675444483,6,-2
72916316931032065,4,24
74031221721597953,1,3
72621648016115201,3,6
73184597768537857,1,5
72621647915647745,6,3
73184597768342785,3,24
73184597785118465,2,3
74591972652089603,4,2
72623846838047489,5,3
73188995814850819,3,24
73184597801829123,6,2
73184614948208899,3,24
73184602063307015,3,-3
73184597835448579,1,25
72621652210417926,6,6
72917416442659841,5,5
72354466489369601,5,6
72354475079173121,5,8
73184597768603137,2,12
72621648234218241,1,5
72341392608788993,4,5
73184597768995075,3,3
72340280212390401,4,4
72346769908433409,5,5
72631543419568897,3,24
72342371861988353,4,6
72621647898804486,3,6
72342371928703489,4,25
73184597768601862,2,7
72631543419568387,3,0
72621647898673421,3,4
72626050156396803,5,3
72342389041463809,3,25
72342371862643201,4,5
72353366977612033,3,-3
72370959163655169,5,3
73184597785379075,4,-2
74591972668670211,3,-3
72621656488608006,3,6
74310497675182343,6,-3
73184597768339725,3,4
72355566001062401,5,25
72624946350064385,3,24
73185697279967495,3,-3
72624946350063875,3,6
72355566017708545,5,25
72622751621776129,7,-25
72622751621775619,7,-25
72346787087778305,6,24
72355570295898625,5,25
72346769924882945,2,5
72346769908367873,4,17
72346769975017985,5,5
72353366977872385,4,4
72626045861626115,5,3
74593072163520771,5,2
72342371878765057,5,5
72345670396220161,3,5
72905326109722881,5,2
73184597785116935,3,-3
72630443907941121,3,24
72624946349803265,3,24
72624946349802243,3,25
72622764506415873,3,25
72622751621515009,7,-25
72622751621513987,3,25
72622747393655553,4,25
72354475079238145,5,8
72370959163720193,5,4
72622747327202049,3,24
73184597768340995,4,3
72622747343585539,4,0
73184597769060611,2,4
72622747326744321,1,5
72622747326549249,3,24
73184597768536835,4,3
72630443907940611,3,24
76843772465578243,6,-3
77406722418999554,4,5
72622751621513479,7,-25
72622747393655043,1,25
72622764506415363,4,0
72624946349801735,3,-3
72350094212530689,4,4
72341280940294657,4,5
72626045861430785,4,6
72622747327201539,3,5
72622747326808326,2,7
